	cluster	GOBP_PROTEIN_POLYUBIQUITINATION	GOBP_PROTEIN_MONOUBIQUITINATION	GOBP_HISTONE_MONOUBIQUITINATION	GOBP_UBIQUITIN_RECYCLING	GOBP_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	GOBP_HISTONE_UBIQUITINATION	GOBP_HISTONE_UBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	GOBP_HISTONE_H2A_UBIQUITINATION	GOBP_HISTONE_H2B_UBIQUITINATION	GOBP_HISTONE_H2A_MONOUBIQUITINATION	GOBP_PROTEIN_K29_LINKED_UBIQUITINATION	GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_PROTEIN_AUTOUBIQUITINATION	GOBP_UBIQUITIN_DEPENDENT_ENDOCYTOSIS	GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION	GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION	GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_HISTONE_H2B_UBIQUITINATION	GOCC_UBIQUITIN_LIGASE_COMPLEX	GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_UBIQUITIN_CONJUGATING_ENZYME_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	GOMF_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_PROTEASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GOMF_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_BINDING	GOMF_UBIQUITIN_UBIQUITIN_LIGASE_ACTIVITY	GOMF_UBIQUITIN_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	GOMF_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY	GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY
C55	COVID_19	0.254909114	0.499382415	0.448916409	0.302176758	0.302176758	0.441395867	0.441395867	-0.156595929	0.879256966	-0.560747664	0.434051647	1	0.23185118	-0.271604938	0.574534161	-0.271604938	0.448916409	0.562735341	0.734816998	0.975308642	0.567190669	0.489383734	-0.58106388	-0.400621118	-0.802469136	0.644581149	0.950617284	0.340801837	0.598765432	0.580745342	0.345477319	0.359894012	0.580745342	0.344438171	0.666666667	0.709876543	0.631578947	0.631578947	0.631578947	-0.615659703	-0.802469136	-0.409597523	0.434051647	-0.271604938	0.202886696	0.049865984	0.014587076	-0.534275816	0.845679012	-0.137602219	-0.511776539	0.169430856	-0.567901235	0.296296296	-0.822894044	-0.137071651	-0.230303918	0.472087089	0.380895636	-0.349233651	0.32189238	0.278334212	0.06901604	0.364795612	0.406224678	0.050955092	-0.043209877	0.537037037	0.198929278	0.429458014	-0.349233651	-0.043209877	0.537037037	0.709876543	0.049382716
C56	COVID_19	0.096136899	0.098729086	-0.079787362	0.167698658	0.167698658	-0.262947819	-0.262947819	-0.284797844	0.507739938	-0.189348191	0.253334111	-0.543209877	0.399509302	-0.462962963	-0.158707929	-0.462962963	-0.079787362	0.204968944	-0.346749226	0.901234568	-0.688692886	0.204334365	0.056837012	-0.379843471	0.740740741	-0.045196868	-0.895061728	0.078255819	0.759259259	0.602376216	-0.084932438	-0.18619837	0.602376216	0.248447205	0.135802469	0.277777778	0.504643963	0.504643963	0.504643963	0.473953116	0.740740741	0.159349845	0.253334111	-0.462962963	-0.105898752	0.053885605	-0.31773678	-0.163949843	-0.518518519	-0.373615269	-0.099969973	-0.605303207	-0.641975309	-0.833333333	0.620231411	-0.626168224	0.129746835	0.135960447	0.093803883	0.43708536	0.016331658	0.176330503	0.413205282	-0.043394135	0.089867696	0.029482209	0.271604938	0.111111111	-0.088047249	0.150218442	0.43708536	0.271604938	0.111111111	0.277777778	-0.685185185
C57	COVID_19	-0.092185131	-0.475360475	0.328173375	-0.232198142	-0.232198142	-0.363387718	-0.363387718	-0.223217141	-0.012383901	0.510903427	-0.358490566	0.080246914	-0.373734241	0.259259259	-0.441196728	0.259259259	0.328173375	-0.245341615	0.600619195	0.641975309	-0.594287267	-0.264328808	0.143302181	-0.080745342	0.672839506	-0.661580606	-0.858024691	-0.044585987	0.512345679	-0.490497266	-0.305353739	-0.470274785	-0.490497266	-0.215998494	-0.209876543	-0.074074074	-0.920364637	-0.920364637	-0.920364637	0.228059362	0.672839506	-0.27244582	-0.358490566	0.259259259	-0.085749479	-0.479735825	-0.56191486	0.659863512	-0.901234568	0.083527555	-0.452166041	-0.437884854	0.839506173	0.141975309	-0.578947368	0.646008412	0.402694488	-0.046875	-0.126756499	0.693498452	0.16978211	0.186948699	0.196874666	0.16171522	-0.31570884	0.385634494	-0.154320988	-0.716049383	-0.307074146	-0.24887249	0.693498452	-0.154320988	-0.716049383	-0.074074074	0.740740741
C58	COVID_19	-0.233369259	-0.217610735	0.00462963	-0.638406893	-0.638406893	0.023299283	0.023299283	0.318440567	-0.854489164	-0.018695262	-0.064018537	-0.25308642	-0.07026935	0.672839506	-0.316721737	0.672839506	0.00462963	-0.490360394	-0.66873065	-0.320987654	-0.041215801	-0.182793972	0.553130126	0.67694934	-0.228395062	-0.184368865	-0.969135802	-0.169096195	-0.666666667	0.387323872	-0.305928651	-0.357898178	0.387323872	-0.570257201	-0.802469136	-0.728395062	-0.795665635	-0.795665635	-0.795665635	0.532334673	-0.228395062	0.72087167	-0.064018537	0.672839506	-0.152157324	-0.166239162	-0.212951039	-0.036637931	-0.648148148	0.065213252	0.042694582	-0.128285265	-0.586419753	0.666666667	0.887674149	-0.151942381	-0.181109141	-0.06875	-0.218792391	0.192065604	-0.217697412	-0.383082059	-0.295858241	-0.437942438	-0.460226155	-0.235684229	0.802469136	0.99382716	-0.393743995	-0.050795901	0.192065604	0.802469136	0.99382716	-0.728395062	0.049382716
C59	COVID_19	-0.173224053	-0.101629349	-0.00619195	0.00308642	0.00308642	-0.74963493	-0.74963493	-0.573114822	0.684210526	0.160418733	-0.069049517	0.598765432	-0.133111122	0.012345679	-0.760336944	0.012345679	-0.00619195	0.013591254	0.421052632	0.456790123	-0.486068111	0.015508721	-0.31326475	-0.880984952	0.987654321	-0.318583566	-0.635802469	-0.056410476	0.104938272	0.006091515	-0.255649283	-0.352708031	0.006091515	0.013913362	0.518518519	1	0.370886366	0.370886366	0.370886366	-0.340926206	0.987654321	-1	-0.069049517	0.012345679	-0.19711632	-0.701176373	-0.746289359	0.365160298	-0.950617284	-0.370136701	-0.695232117	-0.380846588	0.697530864	-0.117283951	-0.767801858	0.525759346	-0.045450274	-0.071513031	-0.181388387	-0.194729382	0.111344824	-0.05	0.142414861	-0.144323152	-0.271344325	0.101164593	-0.99382716	-0.586419753	-0.411111111	-0.147503838	-0.194729382	-0.99382716	-0.586419753	1	0.197530864
C6	COVID_19	-0.045017941	0.011744619	0.181324174	0.699690402	0.699690402	-0.44029709	-0.44029709	-0.525977346	-0.090549761	0.385822461	0.049090668	-0.666666667	0.305329955	0.055555556	-0.463645556	0.055555556	0.181324174	0.153099108	-0.436532508	-0.055555556	0.07120743	0.517027864	0.822429907	0.773291925	0.975308642	-0.508214268	-0.222222222	0.052952576	0.438271605	-0.377096053	-0.147425453	-0.095963472	-0.377096053	0.580745342	-0.592592593	0.512345679	-0.306108888	-0.306108888	-0.306108888	0.878881988	0.975308642	0.829721362	0.049090668	0.055555556	0.084398942	0.495765164	-0.345059748	0.182591262	-0.87037037	0.127074571	-0.295016544	-0.509124542	0.209876543	-0.154320988	-0.647058824	0.343465024	-0.075459488	-0.1	-0.228959477	0.328173375	0.241865766	0.216743134	-0.321252372	0.335190355	-0.161609434	0.30681638	0.771604938	0.117283951	-0.200550043	-0.244625398	0.328173375	0.771604938	0.117283951	0.512345679	-0.530864198
C60	COVID_19	-0.09369564	-0.168563406	-0.018575851	0.117647059	0.117647059	0.199448514	0.199448514	-0.169854795	-0.609907121	0.38317757	-0.399039857	-0.296296296	-0.411966562	0.901234568	-0.197618353	0.901234568	-0.018575851	-0.399736938	-0.018575851	0.228395062	-0.077351505	0.256965944	0.373795886	0.360248447	0.407407407	-0.319481464	-0.62962963	0.031072305	-0.438271605	-0.378881988	-0.086873073	-0.045573905	-0.378881988	-0.02484472	-0.796296296	0.166666667	-0.833574686	-0.833574686	-0.833574686	0.239130435	0.407407407	0.13622291	-0.399039857	0.901234568	0.050724138	-0.218358559	-0.18294068	0.614420063	-0.543209877	0.136580893	0.216386624	-0.494978563	0.469135802	0.401234568	-0.009287926	0.6105919	0.232470126	0.256677713	-0.12109958	0.177880363	0.18054552	0.100483247	-0.3218915	0.074801002	-0.432408237	0.241383648	0.203703704	-0.191358025	0.149696205	-0.195956738	0.177880363	0.203703704	-0.191358025	0.166666667	0.320987654
C61	COVID_19	0.050175058	-0.057102502	0.524275918	0.386996904	0.386996904	0.605696484	0.605696484	-0.551150717	-0.06501548	0.276498294	0.03666062	-0.00617284	0.037748171	-0.098765432	0.665922551	-0.098765432	0.524275918	0.611801242	0.888544892	0.759259259	-0.65376677	0.609907121	0.510903427	0.50931677	0.37654321	-0.087431521	-0.166666667	0.043314265	0.604938272	-0.513659288	0.362028677	0.137069984	-0.513659288	0.630434783	0.611111111	0.462962963	-0.018575851	-0.018575851	-0.018575851	0.369565217	0.37654321	0.368421053	0.03666062	-0.098765432	0.188228199	-0.04405303	0.162427409	0.346704339	0.796296296	0.116963788	-0.02254914	-0.048226641	0.882716049	0.049382716	-0.854489164	0.757566199	0.462978194	0.203481633	-0.109977639	-0.214227726	0.414643741	0.263452503	-0.315789474	0.302437448	0.275078285	0.530557236	0.425925926	-0.895061728	0.312564346	-0.341934004	-0.214227726	0.425925926	-0.895061728	0.462962963	0.481481481
C62	COVID_19	-0.114323638	0.092227398	0.800753031	0.643962848	0.643962848	0.199672213	0.199672213	-0.108519154	-0.767801858	0.660436137	0.028340885	0.191358025	0.01127994	-0.567901235	0.525368967	-0.567901235	0.800753031	-0.341243397	0.384674923	-0.148148148	-0.353944502	0.377708978	0.758394292	0.71203737	0.913580247	0.131099159	-0.679012346	-0.480401764	-0.209876543	0.505570601	-0.119358532	-0.303304704	0.505570601	0.5	-0.895061728	0.382716049	-0.187050147	-0.187050147	-0.187050147	0.805233791	0.913580247	0.710321058	0.028340885	-0.567901235	0.170023852	0.186517215	0.118249788	0.626415847	-0.5	0.358798597	0.417677471	-0.36498602	0.537037037	0.975308642	0.369652129	0.530594251	0.398748332	0.398576443	0.057493982	-0.034055728	0.561740296	-0.077721802	-0.586767203	-0.104583904	-0.108196979	0.39459798	0.209876543	-0.191358025	-0.183820085	-0.037455656	-0.034055728	0.209876543	-0.191358025	0.382716049	0.259259259
C63	COVID_19	0.043508101	-0.073809524	0.427560498	0.390092879	0.390092879	0.423583936	0.423583936	-0.474461334	-0.033864742	0.397306397	-0.017291892	0.962962963	-0.32290687	-0.345679012	0.512555267	-0.345679012	0.427560498	-0.02173913	0.854489164	0.24691358	-0.537694504	-0.18460128	0.579439252	0.403726708	0.950617284	-0.219928748	0.487654321	-0.278692995	0.938271605	0.198033591	0.225772113	-0.074365481	0.198033591	0.352020303	0.419753086	0.172839506	0.318885449	0.318885449	0.318885449	0.650415326	0.950617284	0.417956656	-0.017291892	-0.345679012	0.058291275	-0.103303063	-0.169080567	0.49652721	0.648148148	-0.019490158	-0.227245938	0.064000052	0.080246914	-0.574074074	-0.808049536	-0.096573209	0.200346529	0.524486439	0.138950686	0.10180295	0.314881415	0.143815934	-0.119629062	0.345208672	0.32693082	0.231368529	0.228395062	-0.771604938	0.045142341	-0.019910294	0.10180295	0.228395062	-0.771604938	0.172839506	0.216049383
C64	COVID_19	0.099175417	-0.385126621	-0.799076941	0.238390093	0.238390093	-0.680966243	-0.680966243	0.12934806	0.619195046	-0.575671729	0.410881282	0.185185185	0.450897606	-0.882716049	-0.56903164	-0.882716049	-0.799076941	-0.253634886	-0.637770898	-0.666666667	-0.362229102	-0.530335819	-0.770903907	-0.654402553	-0.950617284	0.085096924	-0.296296296	0.029184567	0.098765432	0.326086957	-0.143879941	-0.045270366	0.326086957	-0.475281702	0.425925926	0.37037037	0.650154799	0.650154799	0.650154799	-0.61625416	-0.950617284	-0.141148325	0.410881282	-0.882716049	-0.115099404	0.448543829	-0.774353226	-0.629640474	-0.382716049	-0.180716091	-0.392361802	0.346952131	-0.148148148	-0.901234568	0.717124941	-0.627927772	-0.403462004	-0.191625817	0.048566409	0.043343653	-0.17463338	-0.2393343	0.756564176	-0.216765925	0.131301461	-0.235758619	-0.37037037	0.283950617	-0.369962199	0.330770368	0.043343653	-0.37037037	0.283950617	0.37037037	0.74691358
C65	COVID_19	0.160451445	-0.255555556	0.558823529	-0.965944272	-0.965944272	0.378266003	0.378266003	0.044169371	0.702786378	0.279227908	-0.254425915	0.981481481	-0.543819	-0.734567901	0.702904035	-0.734567901	0.558823529	-0.499386232	0.60371517	0.432098765	-0.286681899	-0.93498452	-0.725856698	-0.723602484	-0.549382716	-0.036665551	0.586419753	-0.075915027	0.969135802	0.485078751	-0.108000041	-0.181311413	0.485078751	-0.788683318	0.74691358	-0.975308642	-0.718156726	-0.718156726	-0.718156726	-0.754658385	-0.549382716	-0.925696594	-0.254425915	-0.734567901	0.001523889	-0.218840272	-0.285558103	0.311859813	0.858024691	-0.053287187	-0.287329671	0.068526738	0.771604938	-0.5	-0.91576282	0.237726931	0.343429642	0.323569243	0.162233842	0.620602308	-0.31232834	0.039164401	0.78092339	0.037728242	0.071489362	-0.020140961	-0.895061728	-0.160493827	-0.062796672	0.166490876	0.620602308	-0.895061728	-0.160493827	-0.975308642	0.827160494
C66	COVID_19	-0.130130826	0.002887247	0.037140526	-0.523219814	-0.523219814	0.197056393	0.197056393	0.28538325	-0.835913313	0.228859731	-0.350441784	-0.296296296	-0.332988248	0.691358025	0.03379279	0.691358025	0.037140526	-0.527776313	-0.563467492	0.055555556	0.148696364	-0.207460302	0.009985243	0.140181558	-0.358024691	0.066105873	-0.685185185	-0.366224071	-0.839506173	0.625125225	-0.232820104	-0.208926734	0.625125225	-0.335277226	-0.864197531	-0.592592593	-0.783281734	-0.783281734	-0.783281734	-0.372670807	-0.358024691	-0.371517028	-0.350441784	0.691358025	-0.286541905	-0.545406125	0.046728972	0.109293365	-0.320987654	-0.014109046	0.046728972	-0.311878168	-0.796296296	0.87037037	0.184714795	0.059494256	0.102301744	0.318013458	-0.086828753	-0.122656688	-0.128146375	-0.237463404	-0.331745654	-0.150220241	-0.407728303	-0.010697228	-0.290123457	0.895061728	-0.225452195	-0.117106275	-0.122656688	-0.290123457	0.895061728	-0.592592593	-0.814814815
C67	COVID_19	-0.066478239	-0.166577241	-0.02627279	-0.009356507	-0.009356507	-0.174730294	-0.174730294	0.6193661	-0.882352941	-0.167584557	0.006619893	-0.308641975	0.018084675	-0.111111111	-0.190425048	-0.111111111	-0.02627279	-0.028837622	-0.59752322	-0.660493827	0.405110791	0.01556695	0.764917112	0.940993789	-0.611111111	-0.025616314	-0.419753086	-0.094322741	-0.679012346	-0.34696306	-0.011787336	-0.029797218	-0.34696306	0.015153058	-0.598765432	-0.981481481	-0.987616099	-0.987616099	-0.987616099	0.710240618	-0.611111111	0.981424149	0.006619893	-0.111111111	-0.127197494	0.74659296	0.027226414	-0.269086029	-0.481481481	0.104037261	0.477449055	-0.422974619	-0.845679012	0.654320988	0.385448916	-0.342158483	0.156365957	0.048160202	-0.058357862	-0.098218693	-0.216871505	0.119906981	-0.236123702	0.138937012	0.031351187	-0.18176925	0.987654321	0.524691358	0.037276973	-0.064564674	-0.098218693	0.987654321	0.524691358	-0.981481481	0.111111111
C68	COVID_19	-0.034558518	-0.079589983	-0.158271043	0.022320983	0.022320983	-0.228849795	-0.228849795	0.400404106	-0.730650155	-0.128327398	0.178618544	-0.919753086	0.435367553	0.191358025	-0.302475421	0.191358025	-0.158271043	-0.144667636	-0.591331269	-0.419753086	0.131025695	0.293322734	0.55901644	0.645962733	-0.179012346	-0.014642687	-0.796296296	0.10724438	-0.617283951	-0.376154608	-0.140596473	-0.172674946	-0.376154608	0.270654301	-0.808641975	-0.567901235	-0.712074303	-0.712074303	-0.712074303	0.685185185	-0.179012346	0.786377709	0.178618544	0.191358025	-0.218490383	0.229479994	-0.118715897	-0.122674157	-0.580246914	0.073820543	0.250174836	-0.05594559	-0.641975309	0.5	0.880946484	-0.294724699	-0.280246168	-0.509454315	-0.126786683	0.371308172	-0.324721054	-0.418658554	-0.613292366	-0.28002931	-0.273049547	-0.485252486	0.987654321	0.543209877	-0.217366714	-0.051647423	0.371308172	0.987654321	0.543209877	-0.567901235	-0.222222222
C69	COVID_19	-0.146775677	-0.158304297	0.345835913	0.542402224	0.542402224	-0.272874322	-0.272874322	-0.538611804	0.003095975	0.653031059	0.136124133	-0.259259259	0.132964953	-0.339506173	-0.359517326	-0.339506173	0.345835913	0.620713734	0.633879065	0.969135802	-0.754129318	0.713860443	-0.015576324	-0.234819299	0.49382716	-0.385743306	-0.950617284	0.087122994	0.512345679	-0.55839796	-0.133392709	-0.293382284	-0.55839796	0.743338008	0.197530864	0.987654321	0.299266388	0.299266388	0.299266388	-0.01552795	0.49382716	-0.264447884	0.136124133	-0.339506173	0.006494647	-0.133459236	-0.682421499	0.702219381	-0.814814815	0.050178506	-0.290261411	-0.378865513	0.845679012	0.098765432	-0.309855521	0.521576662	0.177381746	0.3121	-0.187168311	0.39628483	0.33390043	0.09188301	-0.450904977	0.033926266	-0.07933982	0.298893024	0.179012346	-0.969135802	-0.40083729	-0.248283423	0.39628483	0.179012346	-0.969135802	0.987654321	0.598765432
C7	COVID_19	-0.303640066	-0.524775225	0.299435271	0.024767802	0.024767802	-0.493293983	-0.493293983	-0.478078939	-0.351458139	0.479091576	-0.315296715	-0.308641975	-0.381090787	-0.117283951	-0.510592801	-0.117283951	0.299435271	0.074534161	0.658998968	0.555555556	-0.649013711	0.241873065	0.145719196	0.143859735	0.141975309	-0.509110569	-0.858024691	-0.271035533	0.518518519	-0.555900621	-0.338045839	-0.627056524	-0.555900621	0.308867072	-0.24691358	0.067901235	-0.840985649	-0.840985649	-0.840985649	0.101449275	0.141975309	0.07168784	-0.315296715	-0.117283951	-0.167041385	-0.516647069	-0.502481305	0.546779626	-0.981481481	0.163351198	0.117590013	-0.404377815	0.740740741	-0.148148148	-0.151444788	0.768367556	0.246544706	0.469147727	-0.234781765	0.370563217	0.008582026	-0.014014241	-0.010864848	0.037253995	-0.225613438	0.130111263	0.160493827	-0.777777778	-0.386600315	-0.306980735	0.370563217	0.160493827	-0.777777778	0.067901235	0.240740741
C70	COVID_19	-0.059864848	0.012244898	0.634674923	-0.622291022	-0.622291022	0.53271028	0.53271028	-0.413615242	0.015479876	0.27165109	-0.218696398	-0.543209877	-0.11666154	0.320987654	0.636645963	0.320987654	0.634674923	-0.398302861	0.575851393	0.141975309	-0.498452012	-0.498452012	-0.405999245	-0.425465839	0.018518519	-0.116648852	-0.302469136	-0.347277584	0.530864198	0.409349514	-0.041483383	-0.242068243	0.409349514	0.168453797	-0.111111111	-0.586419753	-0.323420569	-0.323420569	-0.323420569	-0.488421248	0.018518519	-0.510835913	-0.218696398	0.320987654	0.030669007	-0.150186663	-0.292868753	0.339054117	0.617283951	0.125629483	-0.410277069	0.014010081	0.672839506	0.734567901	-0.823529412	0.657320872	0.221987201	0.594898649	-0.049622521	0.023839009	-0.162857472	0.079499784	-0.009287926	0.14024586	-0.012130101	0.164059816	-0.364197531	-0.555555556	-0.156058059	-0.220434214	0.023839009	-0.364197531	-0.555555556	-0.586419753	0.444444444
C71	COVID_19	-0.055551144	0.175666916	0.279738148	0.719121113	0.719121113	0.012461059	0.012461059	-0.413037383	0.222910217	-0.7087698	0.641365007	0.839506173	0.614897197	-0.407407407	0.252892461	-0.407407407	0.279738148	0.630434783	0.604082034	0.728395062	0.068680104	0.741099071	0.420197189	0.82042328	-0.802469136	0.280599153	0.783950617	-0.266734567	0.432098765	0.034161491	-0.063573043	0.26590341	0.034161491	0.850337898	0.302469136	0.283950617	0.501547988	0.501547988	0.501547988	0.451169015	-0.802469136	0.92879257	0.641365007	-0.407407407	-0.011714205	0.576160783	-0.40787717	-0.623163372	0.271604938	-0.057406055	-0.491751628	-0.021291655	-0.419753086	-0.080246914	-0.546826625	-0.254003389	0.04740961	-0.078125	0.057202492	-0.520264565	0.267084827	0.162346628	-0.062863141	0.249599016	0.381279877	0.247877125	0.901234568	-0.339506173	0.072083427	0.091695707	-0.520264565	0.901234568	-0.339506173	0.283950617	-0.320987654
C72	COVID_19	-0.087017181	-0.022728808	0.33067264	-0.309597523	-0.309597523	0.295214342	0.295214342	0.041989127	-0.761609907	0.362941777	-0.156675048	0.265432099	-0.20466672	0.598765432	0.185982032	0.598765432	0.33067264	-0.491521365	-0.433436533	0.086419753	-0.024383901	-0.00619195	-0.053478712	0.00931677	-0.5	-0.361957049	-0.783950617	0.015234928	-0.407407407	-0.206280569	-0.122680588	-0.137965803	-0.206280569	-0.00621118	-0.839506173	-0.228395062	-0.685767114	-0.685767114	-0.685767114	-0.297830722	-0.5	-0.120743034	-0.156675048	0.598765432	-0.024275131	-0.193505313	-0.07788162	0.223606882	-0.308641975	0.062096222	0.017349522	-0.241894192	0.432098765	0.697530864	0.393188854	0.44426295	0.311483142	0.085951398	-0.002730422	0.57664013	0.18570615	-0.099219135	-0.115586709	0.021358066	-0.349851489	0.203955734	0.148148148	0.259259259	-0.109901739	-0.065942434	0.57664013	0.148148148	0.259259259	-0.228395062	0.24691358
C73	COVID_19	-0.236442446	-0.205894661	0.783784006	-0.758513932	-0.758513932	0.42903067	0.42903067	-0.471843353	-0.046439628	0.446375378	-0.258574575	-0.888888889	-0.119870269	0.37037037	0.509143274	0.37037037	0.783784006	-0.631970439	0.560720758	-0.425925926	-0.656346749	-0.674922601	-0.676246862	-0.863368218	0.512345679	-0.330863161	-0.74691358	-0.432598107	0.197530864	-0.11171485	-0.427207748	-0.551071017	-0.11171485	-0.368313043	-0.061728395	-0.549382716	-0.715170279	-0.715170279	-0.715170279	-0.724952392	0.512345679	-0.941176471	-0.258574575	0.37037037	-0.167888468	-0.690873873	-0.443495542	0.491397536	-0.5	-0.019489787	-0.013130021	-0.33362496	0.969135802	0.956790123	0.185964106	0.713395639	0.201455537	0.42216325	-0.15269054	0.167182663	-0.223769305	-0.082417582	0.109133127	-0.085070891	-0.186070537	-0.062485605	-0.913580247	-0.925925926	-0.41461621	-0.224143817	0.167182663	-0.913580247	-0.925925926	-0.549382716	0.12962963
C74	COVID_19	-0.226878005	-0.396982728	-0.640866873	0.445820433	0.445820433	-0.741433022	-0.741433022	-0.608189214	-0.482972136	0.554956158	0.182501252	-0.49382716	0.241451607	-0.641975309	-0.739130435	-0.641975309	-0.640866873	0.445383488	-0.496204065	0.722222222	-0.640866873	0.588235294	0.112565341	-0.122273168	0.75308642	-0.390608854	-0.913580247	0.134701403	-0.50617284	-0.814226059	-0.276781022	-0.396557127	-0.814226059	0.590062112	-0.197530864	0.37654321	-0.503423127	-0.503423127	-0.503423127	0.636645963	0.75308642	0.594427245	0.182501252	-0.641975309	-0.352848961	0.109659091	-0.50203719	0.405033204	-0.962962963	-0.093903436	-0.241805313	-0.227676526	0.462962963	-0.771604938	-0.320389626	-0.050981308	0.310162086	-0.269543038	-0.164308087	-0.410199518	-0.025371937	-0.196490162	-0.06501548	-0.173689699	-0.139076923	-0.074656082	0.672839506	-0.895061728	-0.395197804	-0.119831499	-0.410199518	0.672839506	-0.895061728	0.37654321	0.296296296
